"","year","...2","file_id","date","newspaper_city","newspaper_state","url","sn","month","day","edition","news_address","has_article_highlights","last_modified","num_annotations","flag_irrelevant","flag_bad_layout","flag_other","last_modified_by","last_modified_by_name","state","newspaper","oclc","issn","no_issues","earliest_issue","latest_issue","abbreviation","region","border","newspaper_name","newspaper_state_clean"
"5255",1918,8849,20145,1918-04-06,"Cordova","Alask","https://articleextractor.org/pages//20145/ak_finwhale_ver01/sn86072239/1918/04/06/ed-1/seq-1/0?user_id=6","sn86072239",4,6,"ed-1","Cordova,  Alask",NA,2023-09-02 00:25:25,1,0,0,0,NA,NA,"Alaska","The Cordova daily times. [volume] (Cordova, Alaska) 1914-1947",14982771,"2641-4805",2408,1914-12-02,1923-04-14,"AK","West","Not_Border","The Cordova daily times","AK"
"5256",1918,44001,67906,1918-03-25,"San Antonio","Te","https://articleextractor.org/pages//67906/txdn_jasper_ver01/sn83045227/1918/03/25/ed-1/seq-4/0?user_id=6","sn83045227",3,25,"ed-1","San Antonio,  Te",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Texas","Freie Presse für Texas. [volume] (San Antonio, Tex.) 1865-1945",9357532,"2689-6362",11564,1877-10-01,1918-12-31,"TX","South","Not_Border","Freie Presse für Texas","TX"
"5257",1918,41872,65453,1918-08-02,"Nashville","Tenn","https://articleextractor.org/pages//65453/tu_frank_ver01/sn86064259/1918/08/02/ed-1/seq-6/0?user_id=6","sn86064259",8,2,"ed-1","Nashville,  Tenn",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Tennessee","The Nashville globe. [volume] (Nashville, Tenn.) 1906-193?",13744970,"2373-4892",461,1907-01-11,1918-12-27,"TN","South","Not_Border","The Nashville globe","TN"
"5258",1918,40200,63254,1918-04-05,NA,NA,"https://articleextractor.org/pages//63254/oru_ireland_ver01/sn99063957/1918/04/05/ed-1/seq-3/0?user_id=6","sn99063957",4,5,"ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Oregon","Daily capital journal. (Salem, Oregon) 1903-1919",42946548,"2163-8535",4967,1903-11-25,1919-10-22,"OR","West","Not_Border","Daily capital journal.","OR"
"5259",1918,52851,81124,1918-05-02,NA,NA,"https://articleextractor.org/pages//81124/iahi_kutcher_ver01/sn87057934/1918/05/02/ed-1/seq-2/0?user_id=6","sn87057934",5,2,"ed-1","NA, NA",NA,2023-09-07 18:07:27,0,0,0,0,NA,NA,"Iowa","Audubon County journal. (Exira, Iowa) 1884-1993",16972906,"2474-638X",1301,1897-01-28,1921-12-29,"IA","Midwest","Not_Border","Audubon County journal.","IA"
"5260",1918,38501,60623,1918-09-27,"Dayton","Ohi","https://articleextractor.org/pages//60623/ohi_dahlia_ver01/sn84024234/1918/09/27/ed-1/seq-2/0?user_id=6","sn84024234",9,27,"ed-1","Dayton,  Ohi",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Ohio","The Dayton forum. [volume] (Dayton, Ohio) 1913-1949",11323316,"2766-7642",415,1918-06-07,1946-10-31,"OH","Midwest","Not_Border","The Dayton forum","OH"
"5261",1918,41692,65226,1918-07-13,"Knoxville","Tenn","https://articleextractor.org/pages//65226/tu_eddie_ver02/sn85042907/1918/07/13/ed-1/seq-8/0?user_id=6","sn85042907",7,13,"ed-1","Knoxville,  Tenn",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Tennessee","The Knoxville independent. [volume] (Knoxville, Tenn.) 1894-current",12960996,"2473-3113",144,1911-05-20,1919-10-11,"TN","South","Not_Border","The Knoxville independent","TN"
"5262",1918,57386,85660,1918-04-26,NA,NA,"https://articleextractor.org/pages//85660/ohi_norgay_ver01/sn88077067/1918/04/26/ed-1/seq-8/0?user_id=6","sn88077067",4,26,"ed-1","NA, NA",NA,2023-09-07 18:07:27,0,0,0,0,NA,NA,"Ohio","The Celina Democrat. (Celina, O. [Ohio]) 1895-1921",17359151,"2470-6493",452,1910-05-06,1918-12-27,"OH","Midwest","Not_Border","The Celina Democrat.","OH"
"5263",1918,26569,45955,1918-03-30,NA,NA,"https://articleextractor.org/pages//45955/mohi_eadweard_ver01/sn90061556/1918/03/30/ed-1/seq-8/0?user_id=6","sn90061556",3,30,"ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Missouri","The Kansas City sun. (Kansas City, Mo.) 1908-1924",21244408,"2166-8329",360,1914-01-10,1920-12-25,"MO","Midwest","Border","The Kansas City sun.","MO"
"5264",1918,43995,67900,1918-12-19,"Corpus Christi",NA,"https://articleextractor.org/pages//67900/txdn_japan_ver01/sn86071134/1918/12/19/ed-1/seq-1/0?user_id=6","sn86071134",12,19,"ed-1","Corpus Christi,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Texas","The Corpus Christi caller. [volume] (Corpus Christi, Tex.) 1918-1987",13188235,"0889-812X",1016,1918-07-01,1921-09-30,"TX","South","Not_Border","The Corpus Christi caller","TX"
"5265",1918,50715,78875,1918-03-02,"Wheeling","W. Va","https://articleextractor.org/pages//78875/wvu_horta_ver01/sn86092536/1918/03/02/ed-1/seq-13/0?user_id=6","sn86092536",3,2,"ed-1","Wheeling,  W. Va",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"West Virginia","The Wheeling intelligencer. [volume] (Wheeling, W. Va.) 1903-1961",13502337,"2640-5059",3672,1911-04-01,1922-12-30,"WV","South","Border","The Wheeling intelligencer","WV"
"5266",1918,15400,31645,1918-07-26,"Richmond","Ind","https://articleextractor.org/pages//31645/in_fuzzyvandivier_ver01/sn86058226/1918/07/26/ed-1/seq-1/0?user_id=6","sn86058226",7,26,"ed-1","Richmond,  Ind",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Indiana","The Richmond palladium and sun-telegram. [volume] (Richmond, Ind.) 1907-1939",13085166,"2572-8911",5167,1907-03-17,1922-12-30,"IN","Midwest","Not_Border","The Richmond palladium and sun-telegram","VA"
"5267",1918,56457,84731,1918-01-05,NA,NA,"https://articleextractor.org/pages//84731/nbu_indescribablebeast_ver01/00225879/1918/01/05/ed-1/seq-1/0?user_id=6","00225879",1,5,"ed-1","NA, NA",NA,2023-09-07 18:07:27,0,0,0,0,NA,NA,"Nebraska","The monitor. (Omaha, Neb.) 1915-1928",45351894,"2768-5535",683,1915-07-03,1928-11-30,"NE","Midwest","Not_Border","The monitor.","NE"
"5268",1918,39716,62346,1918-06-08,"Tulsa","Indian T","https://articleextractor.org/pages//62346/okhi_durant_ver01/sn85042344/1918/06/08/ed-1/seq-5/0?user_id=6","sn85042344",6,8,"ed-1","Tulsa,  Indian T",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Oklahoma","Tulsa daily world. [volume] (Tulsa, Indian Territory [Okla.]) 1905-1919",4450824,"2330-7234",3003,1905-12-21,1919-03-03,"OK","South","Not_Border","Tulsa daily world","OK"
"5269",1918,39919,62595,1918-04-12,NA,NA,"https://articleextractor.org/pages//62595/okhi_ham_ver01/sn86090528/1918/04/12/ed-1/seq-1/0?user_id=6","sn86090528",4,12,"ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Oklahoma","The Chickasha daily express. (Chickasha, Indian Territory [Okla.]) 1899-current",15045329,"2470-6752",6324,2000-01-19,1922-12-30,"OK","South","Not_Border","The Chickasha daily express.","OK"
"5270",1918,41540,64846,1918-04-22,"Chattanooga","Te","https://articleextractor.org/pages//64846/tu_bertha_ver01/sn85038531/1918/04/22/ed-1/seq-1/0?user_id=6","sn85038531",4,22,"ed-1","Chattanooga,  Te",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Tennessee","The Chattanooga news. [volume] (Chattanooga, Tenn.) 1891-1939",12703770,"2471-1977",907,1918-01-01,1920-12-31,"TN","South","Not_Border","The Chattanooga news","TN"
"5271",1918,39619,62228,1918-01-19,"Guthrie","Okla","https://articleextractor.org/pages//62228/okhi_cheddar_ver01/sn86063952/1918/01/19/ed-1/seq-8/0?user_id=6","sn86063952",1,19,"ed-1","Guthrie,  Okla",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Oklahoma","The Guthrie daily leader. [volume] (Guthrie, Okla.) 1893-1996",13748544,"1090-3208",8808,1993-03-18,1922-12-30,"OK","South","Not_Border","The Guthrie daily leader","OK"
"5272",1918,44777,68800,1918-05-20,"Ogden City","Uta 1913-1920","https://articleextractor.org/pages//68800/uuml_julich_ver01/sn85058396/1918/05/20/ed-1/seq-10/0?user_id=6","sn85058396",5,20,"ed-1","Ogden City,  Uta 1913-1920",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Utah","The Ogden standard. [volume] (Ogden City, Utah) 1913-1920",12982876,"2163-4793",2094,1913-04-28,1920-04-03,"UT","West","Not_Border","The Ogden standard","UT"
"5273",1918,38933,61229,1918-06-20,"Greenville","Ohi","https://articleextractor.org/pages//61229/ohi_gann_ver01/sn83035565/1918/06/20/ed-1/seq-2/0?user_id=6","sn83035565",6,20,"ed-1","Greenville,  Ohi",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Ohio","The Greenville journal. [volume] (Greenville, Ohio) 1850-1918",10038911,"2376-1490",547,1907-01-03,1918-06-27,"OH","Midwest","Not_Border","The Greenville journal","OH"
"5274",1918,1737,1842,1918-11-18,"Richmond","Ind","https://articleextractor.org/pages//1842/in_kautsky_ver01/sn86058226/1918/11/18/ed-1/seq-1/0?user_id=6","sn86058226",11,18,"ed-1","Richmond,  Ind",0,2023-08-28 15:54:25,0,1,1,0,8,"Dylan Manfre","Indiana","The Richmond palladium and sun-telegram. [volume] (Richmond, Ind.) 1907-1939",13085166,"2572-8911",5167,1907-03-17,1922-12-30,"IN","Midwest","Not_Border","The Richmond palladium and sun-telegram","VA"
"5275",1918,58304,32784,1918-03-02,"Salt Lake City",NA,"https://articleextractor.org/pages//32784/iune_charlie_ver01/sn84024055/1918/03/02/ed-1/seq-3/0?user_id=6","sn84024055",3,2,"ed-1","Salt Lake City,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Utah","The broad ax. [volume] (Salt Lake City, Utah) 1895-19??",10392922,"2163-7202",1661,1895-08-31,2027-10-19,"UT","West","Not_Border","The broad ax","UT"
"5276",1918,48590,75182,1918-04-09,"Tacoma","Wash","https://articleextractor.org/pages//75182/wa_fir_ver01/sn88085187/1918/04/09/ed-1/seq-2/0?user_id=6","sn88085187",4,9,"ed-1","Tacoma,  Wash",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Washington","The Tacoma times. [volume] (Tacoma, Wash.) 1903-1949",17347623,"2158-4729",4276,1903-12-21,1943-04-12,"WA","West","Not_Border","The Tacoma times","WA"
"5277",1918,16947,34533,1918-05-23,"Topeka","Kansa","https://articleextractor.org/pages//34533/khi_bender_ver01/sn82016014/1918/05/23/ed-1/seq-5/0?user_id=6","sn82016014",5,23,"ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Kansas","The Topeka state journal. [volume] (Topeka, Kansas) 1892-1980",9124974,"2377-7117",9129,1894-01-01,1922-12-30,"KS","Midwest","Not_Border","The Topeka state journal","KS"
"5278",1918,37435,59333,1918-07-27,"New York",NA,"https://articleextractor.org/pages//59333/nn_pielou_ver01/sn83030431/1918/07/27/ed-1/seq-3/0?user_id=6","sn83030431",7,27,"ed-1","New York , NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"New York","The sun. [volume] (New York [N.Y.]) 1916-1920",9517450,"2166-1820",1281,1916-07-31,1920-01-31,"NY","Northeast","Not_Border","The sun","NY"
"5279",1918,57559,85833,1918-02-19,NA,NA,"https://articleextractor.org/pages//85833/oru_darter_ver01/sn96088180/1918/02/19/ed-1/seq-2/0?user_id=6","sn96088180",2,19,"ed-1","NA, NA",NA,2023-09-07 18:07:27,0,0,0,0,NA,NA,"Oregon","Rogue River courier. (Grants Pass, Or.) 19??-1918",37297273,"2330-8346",997,1913-05-09,1918-12-31,"OR","West","Not_Border",NA,"OR"
"5280",1918,37404,59297,1918-04-08,"New York",NA,"https://articleextractor.org/pages//59297/nn_odum_ver01/sn83030431/1918/04/08/ed-1/seq-5/0?user_id=6","sn83030431",4,8,"ed-1","New York , NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"New York","The sun. [volume] (New York [N.Y.]) 1916-1920",9517450,"2166-1820",1281,1916-07-31,1920-01-31,"NY","Northeast","Not_Border","The sun","NY"
"5281",1918,58312,32793,1918-11-30,"Salt Lake City",NA,"https://articleextractor.org/pages//32793/iune_charlie_ver01/sn84024055/1918/11/30/ed-1/seq-2/0?user_id=6","sn84024055",11,30,"ed-1","Salt Lake City,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Utah","The broad ax. [volume] (Salt Lake City, Utah) 1895-19??",10392922,"2163-7202",1661,1895-08-31,2027-10-19,"UT","West","Not_Border","The broad ax","UT"
"5282",1918,43652,67511,1918-09-20,NA,NA,"https://articleextractor.org/pages//67511/txdn_greenland_ver01/sn88084272/1918/09/20/ed-1/seq-6/0?user_id=6","sn88084272",9,20,"ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Texas","El Paso herald. (El Paso, Tex.) 1901-1931",18614885,"2159-5623",3374,1910-01-03,1921-01-12,"TX","South","Not_Border","El Paso herald.","TX"
"5283",1918,10145,21627,1918-02-19,"Bisbee","Ariz","https://articleextractor.org/pages//21627/az_incadove_ver01/sn84024827/1918/02/19/ed-1/seq-4/0?user_id=6","sn84024827",2,19,"ed-1","Bisbee,  Ariz",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Arizona","Bisbee daily review. [volume] (Bisbee, Ariz.) 1901-1971",11363144,"2157-3255",6500,1901-12-04,1922-12-31,"AZ","West","Not_Border","Bisbee daily review","AZ"
"5284",1918,10344,21848,1918-06-29,"Denver","Colo","https://articleextractor.org/pages//21848/cohi_abbeyville_ver01/sn84025887/1918/06/29/ed-1/seq-6/0?user_id=6","sn84025887",6,29,"ed-1","Denver,  Colo",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Colorado","The Denver star. [volume] (Denver, Colo.) 1913-1963",10571156,"2577-2376",291,1913-03-22,1918-10-26,"CO","West","Not_Border","The Denver star","CO"
"5285",1918,6540,6571,1918-12-27,"Kendrick","Idah","https://articleextractor.org/pages//6571/idhi_greene_ver01/sn86091096/1918/12/27/ed-1/seq-6/0?user_id=6","sn86091096",12,27,"ed-1","Kendrick,  Idah",0,2022-11-05 19:35:19,1,0,0,0,0,"null","Idaho","The Kendrick gazette. [volume] (Kendrick, Idaho) 1892-1968",13107424,"2381-1951",987,1903-05-01,1922-12-29,"ID","West","Not_Border","The Kendrick gazette","ID"
"5286",1918,2987,3140,1918-06-22,"Omaha","Neb","https://articleextractor.org/pages//3140/nbu_indescribablebeast_ver01/00225879/1918/06/22/ed-1/seq-3/0?user_id=6","00225879",6,22,"ed-1","Omaha,  Neb",0,2023-01-23 21:02:58,0,0,0,0,0,"null","Nebraska","The monitor. (Omaha, Neb.) 1915-1928",45351894,"2768-5535",683,1915-07-03,1928-11-30,"NE","Midwest","Not_Border","The monitor.","NE"
"5287",1918,8973,20293,1918-12-11,"Juneau","Alask","https://articleextractor.org/pages//20293/ak_jellymoss_ver01/sn84020657/1918/12/11/ed-1/seq-1/0?user_id=6","sn84020657",12,11,"ed-1","Juneau,  Alask",NA,2023-09-02 00:25:25,1,0,0,0,NA,NA,"Alaska","The Alaska daily empire. [volume] (Juneau, Alaska) 1912-1926",3039521,"2576-9227",4340,1912-11-02,1926-12-07,"AK","West","Not_Border","The Alaska daily empire","AK"
"5288",1918,48476,74939,1918-12-28,"Seattle","Wash","https://articleextractor.org/pages//74939/wa_elm_ver01/sn87093353/1918/12/28/ed-1/seq-1/0?user_id=6","sn87093353",12,28,"ed-1","Seattle,  Wash",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Washington","Cayton&#39;s weekly. [volume] (Seattle, Wash.) 1916-1921",17248379,"2158-4699",186,1917-07-14,1921-01-29,"WA","West","Not_Border","Cayton's weekly","WA"
"5289",1918,43794,67678,1918-02-19,NA,NA,"https://articleextractor.org/pages//67678/txdn_hungary_ver01/sn88084272/1918/02/19/ed-1/seq-12/0?user_id=6","sn88084272",2,19,"ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Texas","El Paso herald. (El Paso, Tex.) 1901-1931",18614885,"2159-5623",3374,1910-01-03,1921-01-12,"TX","South","Not_Border","El Paso herald.","TX"
"5290",1918,41712,65246,1918-07-06,"Knoxville","Tenn","https://articleextractor.org/pages//65246/tu_eddie_ver02/sn85042907/1918/07/06/ed-1/seq-8/0?user_id=6","sn85042907",7,6,"ed-1","Knoxville,  Tenn",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Tennessee","The Knoxville independent. [volume] (Knoxville, Tenn.) 1894-current",12960996,"2473-3113",144,1911-05-20,1919-10-11,"TN","South","Not_Border","The Knoxville independent","TN"
"5291",1918,39715,62345,1918-02-12,"Tulsa","Indian T","https://articleextractor.org/pages//62345/okhi_durant_ver01/sn85042344/1918/02/12/ed-1/seq-1/0?user_id=6","sn85042344",2,12,"ed-1","Tulsa,  Indian T",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Oklahoma","Tulsa daily world. [volume] (Tulsa, Indian Territory [Okla.]) 1905-1919",4450824,"2330-7234",3003,1905-12-21,1919-03-03,"OK","South","Not_Border","Tulsa daily world","OK"
"5292",1918,37394,59285,1918-02-19,"New York",NA,"https://articleextractor.org/pages//59285/nn_odum_ver01/sn83030431/1918/02/19/ed-1/seq-15/0?user_id=6","sn83030431",2,19,"ed-1","New York , NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"New York","The sun. [volume] (New York [N.Y.]) 1916-1920",9517450,"2166-1820",1281,1916-07-31,1920-01-31,"NY","Northeast","Not_Border","The sun","NY"
"5293",1918,55508,83782,1918-12-26,"River Falls","Pi","https://articleextractor.org/pages//83782/whi_hegmeister_ver01/sn85033255/1918/12/26/ed-1/seq-6/0?user_id=6","sn85033255",12,26,"ed-1","River Falls,  Pi",NA,2023-09-07 18:07:27,0,0,0,0,NA,NA,"Wisconsin","River Falls journal. [volume] (River Falls, Pierce County, Wis.) 1872-2019",11795398,NA,2828,1872-08-23,1925-12-31,"WI","Midwest","Not_Border","River Falls journal","WI"
"5294",1918,35077,56684,1918-05-23,"Fargo","N.D","https://articleextractor.org/pages//56684/ndhi_lenarian_ver01/sn85042224/1918/05/23/ed-1/seq-5/0?user_id=6","sn85042224",5,23,"ed-1","Fargo,  N.D",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"North Dakota","The Fargo forum and daily republican. [volume] (Fargo, N.D.) 1894-1957",11963022,"2688-9447",4329,1903-10-07,1918-12-31,"ND","Midwest","Not_Border","The Fargo forum and daily republican","ND"
"5295",1918,1824,1939,1918-06-07,"Leavenworth","Wa","https://articleextractor.org/pages//1939/wa_cedar_ver01/sn87093039/1918/06/07/ed-1/seq-1/0?user_id=6","sn87093039",6,7,"ed-1","Leavenworth,  Wa",0,2023-01-23 21:02:58,1,0,0,0,0,"null","Washington","The Leavenworth echo. [volume] (Leavenworth, Wash.) 1904-current",16996294,"2157-4812",986,1904-01-29,1922-12-29,"WA","West","Not_Border","The Leavenworth echo","WA"
"5296",1918,10601,22142,1918-04-20,"Denver","Colo","https://articleextractor.org/pages//22142/cohi_hamilton_ver01/sn83025514/1918/04/20/ed-1/seq-1/0?user_id=6","sn83025514",4,20,"ed-1","Denver,  Colo",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Colorado","The Colorado statesman. [volume] (Denver, Colo.) 1895-1961",9541391,NA,1000,1900-01-27,1924-08-16,"CO","West","Not_Border","The Colorado statesman","CO"
"5297",1918,16950,34536,1918-05-29,"Topeka","Kansa","https://articleextractor.org/pages//34536/khi_bender_ver01/sn82016014/1918/05/29/ed-1/seq-3/0?user_id=6","sn82016014",5,29,"ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Kansas","The Topeka state journal. [volume] (Topeka, Kansas) 1892-1980",9124974,"2377-7117",9129,1894-01-01,1922-12-30,"KS","Midwest","Not_Border","The Topeka state journal","KS"
"5298",1918,59800,71694,1918-07-18,"Alexandria","D.C","https://articleextractor.org/pages//71694/vi_julian_ver01/sn85025007/1918/07/18/ed-1/seq-1/0?user_id=6","sn85025007",7,18,"ed-1","Alexandria,  D.C",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"District of Columbia","Alexandria gazette. [volume] (Alexandria, D.C.) 1834-1974",11539504,"1946-6153",26936,1834-01-01,1923-04-02,"DC","South","Not_Border","Alexandria gazette","DC"
"5299",1918,39724,62354,1918-09-06,"Tulsa","Indian T","https://articleextractor.org/pages//62354/okhi_durant_ver01/sn85042344/1918/09/06/ed-1/seq-3/0?user_id=6","sn85042344",9,6,"ed-1","Tulsa,  Indian T",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Oklahoma","Tulsa daily world. [volume] (Tulsa, Indian Territory [Okla.]) 1905-1919",4450824,"2330-7234",3003,1905-12-21,1919-03-03,"OK","South","Not_Border","Tulsa daily world","OK"
"5300",1918,54420,82694,1918-09-07,"New York",NA,"https://articleextractor.org/pages//82694/dlc_allen_ver01/sn83030214/1918/09/07/ed-1/seq-4/0?user_id=6","sn83030214",9,7,"ed-1","New York , NA",NA,2023-09-07 18:07:27,0,0,0,0,NA,NA,"New York","New-York tribune. [volume] (New York [N.Y.]) 1866-1924",9405688,"1941-0646",19999,1866-04-10,1922-12-31,"NY","Northeast","Not_Border","New-York tribune","NY"
"5301",1918,10195,21679,1918-04-13,"Phoenix","Ariz","https://articleextractor.org/pages//21679/az_jojoba_ver01/sn84020558/1918/04/13/ed-1/seq-5/0?user_id=6","sn84020558",4,13,"ed-1","Phoenix,  Ariz",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Arizona","Arizona republican. [volume] (Phoenix, Ariz.) 1890-1930",2612512,"2157-135X",10727,1890-05-19,1922-06-29,"AZ","West","Not_Border","Arizona republican","AZ"
"5302",1918,48193,74104,1918-07-26,NA,NA,"https://articleextractor.org/pages//74104/vtu_horseradish_ver01/sn86071593/1918/07/26/ed-1/seq-5/0?user_id=6","sn86071593",7,26,"ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Vermont","The Brattleboro daily reformer. (Brattleboro, Vt.) 1913-1955",13712537,"2474-6134",3017,1913-03-03,1922-12-30,"VT","Northeast","Not_Border","The Brattleboro daily reformer.","VT"
"5303",1918,46932,71975,1918-08-17,"Richmond","Va","https://articleextractor.org/pages//71975/vi_lauren_ver02/sn84025841/1918/08/17/ed-1/seq-7/0?user_id=6","sn84025841",8,17,"ed-1","Richmond,  Va",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Virginia","Richmond planet. [volume] (Richmond, Va.) 1883-1938",10412790,"2151-4011",1523,1885-02-21,1930-12-27,"VA","South","Not_Border","Richmond planet","VA"
"5304",1918,58308,32789,1918-11-16,"Salt Lake City",NA,"https://articleextractor.org/pages//32789/iune_charlie_ver01/sn84024055/1918/11/16/ed-1/seq-5/0?user_id=6","sn84024055",11,16,"ed-1","Salt Lake City,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"Utah","The broad ax. [volume] (Salt Lake City, Utah) 1895-19??",10392922,"2163-7202",1661,1895-08-31,2027-10-19,"UT","West","Not_Border","The broad ax","UT"
"5305",1918,1868,1991,1918-12-21,"Hot Springs","Ar","https://articleextractor.org/pages//1991/arhi_gyarados_ver01/sn89051285/1918/12/21/ed-1/seq-3/0?user_id=6","sn89051285",12,21,"ed-1","Hot Springs,  Ar",0,2023-01-23 21:02:58,1,0,0,0,0,"null","Arkansas","The Sentinel=record. (Hot Springs, Ark.) 1900-current",19988226,"2693-1044",1573,2009-01-19,1919-05-15,"AR","South","Not_Border","The Sentinel=record.","AR"
"5306",1918,52659,80932,1918-04-05,NA,NA,"https://articleextractor.org/pages//80932/iahi_elgin_ver01/sn87057262/1918/04/05/ed-1/seq-2/0?user_id=6","sn87057262",4,5,"ed-1","NA, NA",NA,2023-09-07 18:07:27,0,0,0,0,NA,NA,"Iowa","The daily Gate City and constitution-Democrat. (Keokuk, Iowa) 1916-1922",15277913,"2375-303X",1470,1916-04-03,1920-12-18,"IA","Midwest","Not_Border","The daily Gate City and constitution-Democrat.","IA"
